	z_coordinate_0	z_coordinate_1
131	-2.180461	-7.318871
132	-2.3646634	-7.268974
133	-2.2701497	-7.0836525
134	-2.306174	-7.374969
135	-2.465652	-7.3980536
136	-2.2700274	-7.415459
137	-2.5440392	-7.509828
138	-2.4411159	-7.464827
139	-2.670971	-7.5452943
140	-3.08652	-7.6770463
141	-10.53183	-3.4618812
142	-8.101312	-6.1833854
143	-8.2428875	-6.391508
144	-8.649604	-5.353282
145	-8.468827	-5.180981
146	-8.260777	-6.4123073
147	-8.329175	-6.31068
148	-8.144754	-6.0182376
149	-7.828153	-5.6503644
150	-8.001415	-5.6104984
151	-10.644661	-3.5063176
152	-8.233752	-5.494654
153	-10.557752	-3.2657955
154	-10.627137	-3.6541085
155	-8.567857	-5.0587673
156	-6.283447	-3.888599
157	-6.4092917	-4.00754
158	-7.741397	-5.344345
159	-9.3692875	-2.333219
160	-6.28893	-3.7257595
161	-9.244814	-2.2258883
162	-9.300546	-2.1718125
163	-6.366758	-4.1380386
164	-6.770938	-3.8933125
165	-6.180245	-3.7079468
166	-7.056395	-4.1214404
167	-6.5794873	-4.0173345
168	-6.465642	-4.045033
169	-6.706411	-4.023088
170	-6.4762454	-4.055201
171	-4.411944	1.9169825
172	-4.467263	1.8889352
173	-4.114124	1.8454497
174	-2.1058245	2.7108917
175	-2.8885179	2.214093
176	-4.3188095	1.8928906
177	-4.492151	1.8764739
178	-2.7327049	1.7812011
179	-3.3412087	1.909872
180	-2.5747478	1.7490065
181	-3.3901443	1.9622931
182	-3.2762325	1.9780636
183	-2.962335	1.967479
184	-2.6816084	1.7654941
185	-2.8567855	1.8165286
186	-0.4112392	7.237378
187	-0.0033771396	7.3747144
188	-0.24981064	7.394219
189	0.45570678	7.4865403
190	0.35715848	7.3925366
191	0.35341305	7.5879498
192	1.7895067	8.269494
193	1.7243769	8.195271
194	1.4015121	10.143374
195	1.3834515	10.424069
196	1.1841409	10.186631
197	1.289588	10.291835
198	3.2949617	9.47361
199	3.2617016	9.499259
200	1.7816918	9.425408
201	1.8308914	9.907499
202	1.8986533	10.457253
203	1.8978817	10.53046
204	0.12407538	0.80636644
205	-1.0072451	0.5444554
206	-2.2860599	-0.03202594
207	-9.579288	0.24619517
208	-9.174549	-0.2865831
209	-9.160312	-0.15064111
210	-9.350919	-0.23435012
211	-9.556571	0.24304041
212	-0.19360921	0.7202557
213	-0.45478123	0.5582505
214	-0.52959317	0.6290619
215	-9.589892	-0.08819542
216	-4.5865397	-0.40674302
217	-9.217487	-0.57706577
218	-9.229602	-0.4353406
219	-8.821368	0.2109923
220	-8.896756	0.05230709
221	-8.969884	0.39071402
222	-4.754556	0.80294466
223	-5.3787527	0.8009758
224	-5.507296	0.8108163
225	-5.4020424	0.8683335
226	-4.9863524	0.75579715
227	-0.95371807	2.4858708
228	-0.7254985	2.2315962
229	-4.1183662	0.7225946
230	-5.006573	0.78612775
231	-5.278352	0.9128399
232	-5.194941	0.8488002
233	-9.028153	0.52732223
234	-3.9395468	0.7238597
235	-8.965148	0.46727833
236	-4.7621317	0.88039017
237	0.8261648	5.734735
238	0.1206643	5.5486526
239	-0.2592104	5.3616214
240	-0.3519876	5.207772
241	0.21003956	5.3291636
242	1.5822799	5.7815614
243	2.422559	3.75625
244	2.265199	3.6053388
245	3.2171042	3.4895191
246	2.209703	3.7556033
247	2.8218143	3.56545
248	3.4768517	3.470038
249	3.4335892	3.4316108
250	3.518572	3.4607737
251	4.0047183	3.6522102
252	4.018172	3.8091154
253	3.453542	8.819713
254	3.457195	8.713002
255	2.5431774	9.608125
256	-6.255272	6.0842495
257	-6.1333756	5.8165507
258	-6.118773	5.7813416
259	-6.1018705	5.8907146
260	-6.1358333	5.9359145
261	-6.1667323	6.071362
262	-6.0120554	5.8702707
263	-6.140905	5.8577785
264	-6.4315925	5.571317
265	-6.0553765	5.8269663
266	-5.311163	6.1958313
267	-4.9279795	6.358581
268	-9.75694	0.99432874
269	-0.20937449	2.9815302
270	0.705584	2.92073
271	-1.0729465	2.9388103
272	-9.865991	1.5403092
273	-10.057305	2.0329278
274	0.16718084	5.6436124
275	-10.091031	1.9446917
276	-9.984292	2.1278586
277	0.41800946	5.5051227
278	-1.3970411	6.179736
279	-2.604062	5.8013473
280	-1.246659	6.2097974
281	-10.398873	2.3113232
282	-10.0704365	3.4286387
283	2.6423368	9.706978
284	1.6424911	7.8879247
285	4.3974137	8.596585
286	1.7631431	6.9145274
287	1.5339324	6.8406324
288	1.700788	6.904985
289	3.3251283	7.774237
290	3.2258432	7.7908416
291	3.3821142	7.7081046
292	0.23927903	2.6343918
293	-0.4145667	2.5423203
294	0.06841418	2.8461285
295	-0.45031166	2.7136495
296	-0.7293723	2.6471562
297	1.7875893	8.873197
298	1.7701702	9.084713
299	1.45273	8.778156
300	-0.12854147	5.931105
301	0.43889904	6.137931
302	0.37779677	6.3803506
303	-0.7410267	4.9136295
304	-1.2621329	4.6005206
305	-1.8012426	4.7066627
306	-1.536238	4.6706223
307	-3.4505703	-0.40402886
308	-3.0810578	-0.5947475
309	-1.6690588	-0.66659486
310	-2.1703904	-0.29839072
311	-3.3046772	-0.72722626
312	-3.2860303	-0.54968166
313	-3.3528805	-0.5566146
314	-2.8809254	-0.47060925
315	-3.0733426	-0.67251927
316	-2.7833374	-0.53997064
317	-2.8384018	-0.47579017
318	-2.3266845	-0.41346142
319	-0.44237688	0.137099
320	-0.52776337	0.12197446
321	-0.1428183	0.22159222
322	-1.2446187	-0.26493496
323	0.13013294	0.32083014
324	0.8374364	0.5716939
325	0.6039931	0.48113146
326	0.21899435	0.30297613
327	0.31249732	2.50098
328	0.6099865	2.7250893
329	0.29730847	2.6733088
330	1.1063566	5.4995136
331	1.2239406	5.569225
332	0.6396515	-0.0075315163
333	0.63648754	-0.026929863
334	0.625604	-0.007248182
335	0.286431	-0.19538835
336	-0.010015115	-0.36304003
337	0.37423158	-0.12721935
338	0.19551098	-0.23855668
339	-0.19328356	-0.38101345
340	0.059159458	6.906915
341	-2.5538967	3.00451
342	0.8558927	6.7143617
343	1.5223927	6.9569187
344	1.8802593	2.128424
345	1.8203259	2.2084298
346	3.7096114	8.461063
347	3.154081	8.843743
348	4.3885818	5.547786
349	4.3987947	5.7123036
350	4.7022634	7.1574636
351	4.8463035	6.943949
352	4.528116	9.482798
353	6.2170095	7.4629846
354	6.117581	7.3834834
355	2.0327322	-10.427127
356	2.0749059	-10.559911
357	2.055699	-10.577896
358	4.6592255	-0.50790024
359	3.9132063	-0.82174504
360	4.376849	-1.3823884
361	4.041075	-1.1246257
362	2.1053295	-10.532439
363	2.1344607	-11.387841
364	3.8947856	-1.164988
365	4.5136447	-1.8295465
366	4.0144763	-4.9035583
367	4.0226517	-0.8769301
368	2.067769	-11.02308
369	1.9960852	-10.997365
370	4.797667	-1.1237755
371	2.0594969	-10.838994
372	8.59323	-2.894938
373	9.1045885	-3.3693614
374	5.203808	-1.4854193
375	6.362262	-2.082716
376	5.9392376	-1.6449058
377	6.822699	-2.272966
378	6.490428	-2.047361
379	6.812648	-4.031371
380	6.1990714	-1.8169028
381	6.9190226	-2.0229852
382	7.052172	-2.0782185
383	7.8576617	-3.362274
384	8.05057	-2.8398447
385	8.156558	-2.9398072
386	8.286543	-2.970984
387	8.183043	-2.8333719
388	6.540092	-1.6916298
389	5.667376	-1.1975539
390	5.9226003	-0.82390606
391	7.587881	-2.1901312
392	5.3855176	-0.9434803
393	5.6684346	-1.2717061
394	5.411845	-1.330426
395	5.75407	-1.3019757
396	6.179624	-1.5796527
397	8.107729	-3.4189641
398	7.5053277	-2.3493834
399	7.3534727	-2.7100296
400	6.0053515	-1.8296359
401	5.80452	-1.7781165
402	6.703116	-2.088373
403	7.4075937	-3.3888278
404	7.209888	-3.9228125
405	7.80469	-2.5113065
406	4.6706333	-1.9083059
407	7.4423976	-2.1111653
408	3.9660118	-4.8101377
409	3.910959	-7.0149536
410	3.7287254	-5.890661
411	5.1641407	-5.79523
412	4.892581	-4.689286
413	5.6399465	-6.0896487
414	4.2208967	-5.9782224
415	3.787556	-5.9622073
416	4.7051053	-5.6288357
417	4.209578	-7.1219897
418	3.5255382	-6.0505548
419	4.46822	-2.3244877
420	4.665149	-1.9910153
421	4.905126	-2.1918628
422	3.6367838	-5.855277
423	3.2501636	-5.8180804
424	4.0002046	-5.9909973
425	3.1655369	-5.7464643
426	3.5605838	-6.7902136
427	3.6393	-5.4663444
428	3.9142888	-5.701413
429	3.523225	-5.5291743
430	3.6193388	-5.6340346
431	3.2722065	-5.296448
432	3.491397	-5.457959
433	3.6575825	-5.662603
434	3.9038885	-5.5476375
435	3.6682663	-6.089129
436	4.134898	-5.998499
437	4.746325	-5.8621154
438	6.548292	-1.9561863
439	6.5100584	-2.2985697
440	5.4926972	-1.685729
441	5.0525413	-1.341745
442	5.3171506	-1.7315402
443	5.0942607	-3.8721085
444	3.8851826	-5.856892
445	4.743955	-2.1367748
446	5.1425366	-1.3934013
447	5.6225867	-1.3365514
448	4.978827	-2.3741524
449	3.5251355	-6.0765476
450	5.146739	-1.504981
451	5.455273	-0.96650326
452	5.07805	-1.3783833
453	3.6050975	-6.072294
454	3.5013452	-5.7876315
455	3.5797517	-5.834426
456	3.406922	-6.0036774
457	4.205274	-2.7050757
458	5.456227	-0.38072804
459	3.910084	-3.1605144
460	5.2372046	-0.5182707
461	5.398956	-0.25714037
462	4.8538966	-0.385245
463	6.5250306	1.0518634
464	6.326435	1.1188021
465	3.4366472	-5.7375107
466	6.715106	-1.1201707
467	7.4141803	0.51332927
468	7.474957	1.3854289
469	6.8490586	0.54010105
470	6.793546	0.70559406
471	6.892325	0.9982803
472	6.536032	1.0394676
473	6.6165648	-0.90164447
474	6.7703767	-1.8322452
475	6.3983216	-0.4935591
476	7.636377	-1.938432
477	6.316691	-0.92890805
478	6.0147004	-0.42204833
479	7.2863727	1.4883435
480	6.9033113	1.1887413
481	6.8610168	1.1530964
482	7.278932	1.891141
483	7.106974	1.7619205
484	7.028622	1.6703134
485	6.9063616	0.8238852
486	7.0313077	1.6075647
487	-4.544912	-9.250152
488	-4.735355	-9.060678
489	-4.940874	-9.01241
490	-4.389313	-9.158158
491	-4.1744943	-9.069351
492	-2.4873974	-2.025152
493	-2.215645	-1.8516653
494	-1.739202	-1.401281
495	-2.8924217	-2.4750156
496	-2.7875803	-2.1902766
497	-2.7938159	-2.2115364
498	-2.8744905	-2.3389807
499	-3.0236871	-2.2923682
500	-0.8309871	-4.0235243
501	-0.854258	-4.0962796
502	-1.0963336	-4.174908
503	-0.9699519	-4.197321
504	-0.82120365	-4.0836887
