	z_coordinate_0	z_coordinate_1
130	4.1289682	-6.050861
131	4.035885	-5.9816175
132	4.3159313	-5.8748946
133	4.1016455	-6.0122013
134	4.0696754	-6.0937567
135	4.1131725	-6.0534673
136	4.132629	-6.140861
137	4.1127224	-6.0919356
138	4.141691	-6.1355476
139	4.2214527	-6.5413356
140	10.230213	-4.8466835
141	1.0082695	-5.316001
142	0.9057404	-5.494331
143	0.8995286	-5.3505063
144	0.93274844	-5.2618856
145	0.90166295	-5.4802175
146	0.9944493	-5.4865255
147	1.0499374	-5.2469277
148	1.1188843	-4.836571
149	1.1344383	-5.0757213
150	10.442975	-4.9409833
151	1.0138159	-5.245285
152	10.588509	-4.721479
153	10.866701	-4.904415
154	0.9350454	-5.1829467
155	1.129455	-3.582784
156	1.1624913	-3.7312906
157	1.134392	-4.7253637
158	10.760356	-3.3323185
159	1.1149647	-3.4227734
160	10.926377	-3.326742
161	10.9263315	-3.186548
162	1.1914067	-3.46559
163	1.0769545	-3.8304484
164	1.0807307	-3.4433174
165	1.0361426	-3.808807
166	1.0816344	-3.7819498
167	1.0960578	-3.6801722
168	1.0575755	-3.7505558
169	1.1261644	-3.6625373
170	0.32611245	1.4446017
171	0.35863248	1.3932912
172	0.51697975	1.3904704
173	1.2314091	2.5856197
174	0.8365668	1.9888095
175	0.38165548	1.4953018
176	0.354778	1.3624573
177	1.5845712	1.9876972
178	1.2168304	1.6870694
179	1.6613092	1.8465935
180	1.1974809	1.7166191
181	1.2340256	1.7934393
182	1.5164902	1.7387255
183	1.692819	1.8509848
184	1.555484	2.0593748
185	-1.8345921	5.8841023
186	-1.7714803	6.252124
187	-1.8484812	6.0324373
188	-1.5700569	6.7007384
189	-1.5571991	6.5555234
190	-1.6498743	6.6103835
191	-2.300181	7.77406
192	-2.3761408	7.6934996
193	-3.9601343	7.6172996
194	-3.936105	7.6223454
195	-3.8779657	7.5417075
196	-3.864785	7.545695
197	-3.035895	9.564792
198	-3.0833488	9.578543
199	-3.205465	8.045173
200	-3.6533155	8.166631
201	-4.205146	7.913411
202	-4.2733984	7.9343867
203	4.953229	3.1589918
204	3.5874088	1.6211399
205	3.1223347	0.5258951
206	10.374818	-0.09651458
207	9.88686	-0.91248024
208	10.138507	-0.800109
209	9.907741	-0.8236755
210	10.352512	-0.2710287
211	4.502779	2.715706
212	5.2672777	2.50783
213	4.0481772	2.1512198
214	10.788828	-0.9358147
215	1.5449233	-0.16910861
216	10.368625	-1.2702647
217	10.64388	-1.1905789
218	10.544437	-0.74307877
219	10.172429	-0.8908572
220	10.643167	-0.60094327
221	0.4044087	0.5180777
222	0.17454761	0.4193917
223	0.1346157	0.4514413
224	0.17118584	0.4916196
225	0.35076225	0.5404136
226	1.7438052	3.2690475
227	1.9577854	3.146739
228	0.6324866	0.65865
229	0.2969572	0.57689184
230	0.119240165	0.5060495
231	0.17070706	0.5135399
232	10.810801	-0.3271773
233	0.7040506	0.73309153
234	10.637912	-0.42627943
235	0.31620845	0.65376455
236	0.026383996	6.604712
237	-0.27826667	5.913881
238	-0.2169916	5.5513825
239	-0.16239709	5.41192
240	-0.107275814	5.825918
241	0.37409908	7.1047983
242	1.7191324	5.5887833
243	1.7779856	5.518496
244	2.6270206	6.6412997
245	1.7560651	5.438865
246	2.3859487	6.1948695
247	3.0272307	7.0634627
248	3.0669549	7.0736003
249	3.1354792	7.2272954
250	3.348898	7.728168
251	3.4315903	7.654215
252	-2.4566524	9.091154
253	-2.4162102	9.209271
254	-3.4628508	8.364317
255	-1.8659413	2.000447
256	-1.8310211	2.0947156
257	-1.8625362	2.1357334
258	-1.882663	2.1174023
259	-1.8730886	2.1056857
260	-1.8770702	2.0655415
261	-1.8470118	2.1131408
262	-1.8552794	2.0978591
263	-2.0540445	2.0591722
264	-1.875551	2.0937402
265	-1.9756944	2.4612248
266	-2.113782	2.7490597
267	10.561797	0.4447351
268	3.0081947	3.664475
269	4.115616	4.9928784
270	2.353755	3.0621793
271	11.036679	1.0385042
272	11.081928	1.5579337
273	-0.04980421	5.8530507
274	10.917556	1.5691478
275	11.232459	1.851397
276	0.27525848	6.0112863
277	-1.2506319	5.288441
278	-1.5106921	3.9218876
279	-1.3188914	5.2855563
280	11.23157	1.4539504
281	10.66471	2.8917258
282	-3.4583383	8.59913
283	-2.00651	7.54205
284	-1.9805024	9.699039
285	-1.1332222	7.3735843
286	-1.1854084	7.17359
287	-1.0794307	7.464951
288	-1.3755283	8.78541
289	-1.3645794	8.730913
290	-1.3209546	8.865887
291	4.890356	4.7921395
292	4.1265535	3.9041812
293	4.5096636	4.5950017
294	3.810688	3.7910302
295	3.5184364	3.467226
296	-2.802376	8.01624
297	-2.8469088	8.037446
298	-2.7617424	7.663071
299	-0.69811296	5.7280383
300	-0.4500888	6.3106117
301	-0.5645856	6.412091
302	0.2600081	5.102763
303	0.29896426	4.5315895
304	0.14472565	4.2213283
305	0.21591926	4.3825254
306	2.282498	-0.0077017657
307	2.4405172	-0.038077265
308	3.5278752	0.38102043
309	2.8151658	0.3739283
310	2.3921654	-0.2493657
311	2.3556592	-0.020845871
312	2.3268113	0.0009149872
313	2.5963593	0.11745498
314	2.7211263	-0.096273795
315	2.703262	0.025206055
316	2.5165732	0.17743503
317	2.8171446	0.3571114
318	3.9898765	1.455498
319	3.9346323	1.3864065
320	4.1309443	1.6846132
321	3.5343165	0.98020816
322	4.5641565	2.2750337
323	5.718789	3.959324
324	5.131975	3.2145755
325	4.369343	2.1893463
326	2.5869842	4.0956454
327	2.776126	4.362835
328	2.4438796	4.030414
329	0.31729233	6.561733
330	0.22445995	6.772184
331	5.3081903	2.3821905
332	5.271351	2.3283474
333	5.360075	2.3440015
334	4.838583	1.5321661
335	4.5615797	1.3866191
336	5.106324	1.7331277
337	4.823943	1.4094418
338	4.5134277	1.1790389
339	-1.3779252	6.0465984
340	0.35544986	2.8614385
341	-0.96998835	6.652269
342	-1.0143529	7.316997
343	3.24007	4.7914433
344	3.117993	4.651257
345	-2.1399333	9.29059
346	-2.540132	8.852319
347	1.2253734	8.299195
348	1.0704302	8.150644
349	-0.53139126	9.444346
350	-0.4530087	9.634058
351	-2.8466494	9.891775
352	0.045781493	11.564584
353	0.1151768	11.631087
354	8.432572	-10.561516
355	8.54046	-10.318552
356	8.47427	-10.327814
357	-2.5791821	-3.3574975
358	-2.075691	-3.5907648
359	-2.5265326	-3.9536946
360	-2.2842777	-3.7405865
361	8.417355	-10.670643
362	9.127797	-10.369545
363	-1.8237278	-3.7533133
364	-2.4168649	-4.3712893
365	-2.1593664	-7.495888
366	-1.7389889	-3.37476
367	8.789899	-10.191512
368	8.861026	-10.138157
369	-2.5210965	-3.646238
370	8.47257	-10.606502
371	-6.2402773	-5.103892
372	-6.7250338	-5.4613934
373	-3.281665	-3.6718466
374	-4.2833614	-4.42228
375	-4.003725	-3.9802673
376	-4.819318	-4.4581966
377	-4.5200167	-4.3091617
378	-5.2328176	-6.107351
379	-4.2322216	-4.131638
380	-4.79023	-4.3503017
381	-4.899336	-4.3920345
382	-5.7720957	-5.8189654
383	-5.8891525	-4.960791
384	-6.026946	-5.070595
385	-6.104595	-5.1011577
386	-5.9053736	-5.0678205
387	-4.3765717	-4.151762
388	-3.5281627	-3.7972667
389	-3.3132389	-3.470709
390	-5.2695456	-4.5608454
391	-3.17475	-3.5071504
392	-3.5733469	-3.7590306
393	-3.4655402	-3.812319
394	-3.7007964	-3.8078022
395	-4.088064	-4.0522923
396	-6.128833	-5.386299
397	-5.0654554	-4.7546983
398	-5.368621	-4.7980924
399	-4.1628227	-4.113425
400	-3.88928	-4.1670804
401	-4.709528	-4.362825
402	-5.5940056	-5.648989
403	-5.8062973	-5.9828515
404	-5.524173	-4.8381486
405	-2.6282609	-4.3406487
406	-4.6258297	-5.1238084
407	-2.3999045	-7.6305957
408	-2.064144	-9.70131
409	-2.1702106	-8.8455715
410	-3.5544121	-8.8840275
411	-3.405294	-7.381344
412	-4.2629642	-9.400143
413	-2.5263991	-9.007499
414	-2.1894314	-8.934387
415	-3.2436905	-8.547289
416	-2.6843135	-10.30238
417	-2.0398018	-8.901825
418	-2.7063625	-4.654775
419	-2.6999037	-4.492373
420	-2.4307492	-4.455748
421	-2.0710735	-8.87693
422	-1.6775904	-8.609745
423	-2.289819	-9.020763
424	-1.5104804	-8.284792
425	-1.9057381	-9.508209
426	-2.0467393	-8.272962
427	-2.2233717	-8.65662
428	-1.9191556	-8.369881
429	-2.0718524	-8.536921
430	-1.5151631	-7.702021
431	-1.8129385	-8.094569
432	-1.9048312	-8.254082
433	-2.2119427	-8.236866
434	-1.963568	-8.823761
435	-2.3272996	-8.902843
436	-3.0087354	-8.880077
437	-4.5459185	-4.2495875
438	-4.692539	-4.438215
439	-3.7171404	-4.009472
440	-3.3216906	-3.7816875
441	-3.6419027	-3.9966586
442	-3.3195326	-6.2519803
443	-2.156956	-8.691778
444	-2.870087	-4.6044374
445	-3.3183033	-3.835736
446	-3.6312687	-3.874554
447	-2.9918685	-4.9567323
448	-1.8675478	-8.851294
449	-3.1329103	-4.135638
450	-3.213774	-3.6734715
451	-3.174542	-3.8836682
452	-1.9158182	-8.870855
453	-1.8424842	-8.582096
454	-1.8212152	-8.701287
455	-1.6715198	-8.79022
456	-2.2499835	-5.051443
457	-2.871957	-3.1663008
458	-2.1890404	-5.517136
459	-2.8536792	-3.357299
460	-2.7850149	-3.059735
461	-2.4959388	-3.2609675
462	-2.531003	-1.9077404
463	-2.1604252	-2.0856476
464	-1.6980133	-8.566242
465	-3.5152118	-4.190126
466	-3.0181854	-2.1094062
467	-2.635836	-1.587823
468	-2.760287	-2.1187623
469	-2.4521823	-2.086127
470	-2.5290058	-1.8716778
471	-2.3948026	-1.912459
472	-3.4368913	-3.6066124
473	-3.8312514	-5.168404
474	-3.3551292	-3.1252472
475	-4.862179	-4.6965766
476	-3.5112846	-3.6203077
477	-2.8563578	-2.7556865
478	-2.2400992	-1.6297618
479	-2.1574538	-1.7776338
480	-2.1684153	-1.7736936
481	-2.1631835	-1.433999
482	-2.2250042	-1.6167554
483	-2.1750507	-1.6365975
484	-2.564503	-2.025363
485	-2.2558565	-1.6566199
486	3.674474	-8.182194
487	3.5426304	-8.434008
488	3.3937113	-8.476885
489	3.6917086	-8.342403
490	3.806289	-7.8555818
491	2.5288932	-1.3091248
492	2.7474911	-1.001473
493	3.3524587	-0.1734709
494	2.4368536	-1.7626162
495	2.4094682	-1.4048187
496	2.3402827	-1.4294239
497	2.3783762	-1.5892085
498	2.3407059	-1.4919974
499	4.9889965	-2.7894163
500	4.911257	-2.881944
501	4.888548	-3.1519425
502	4.9564705	-3.1028132
503	4.910555	-2.870052
504	-5.7679796	1.527279
505	-5.3236256	1.6694149
506	-5.698098	1.107313
507	-5.275981	1.2554383
508	-5.3777943	1.6983341
509	-5.8497562	1.1787075
510	-5.590618	1.9825805
511	-6.139124	1.6172742
512	-9.345475	-0.7651011
513	-9.827014	-1.2850837
514	-6.488674	0.9958083
515	-7.58222	0.33564925
516	-7.015648	0.39987928
517	-7.9172153	-0.09961599
518	-7.4937344	0.04306844
519	-8.03498	-1.8878559
520	-7.2549095	0.2505222
521	-7.6979456	-0.054210924
522	-7.859598	-0.10782632
523	-9.102225	-0.7359363
524	-8.660576	-0.9352734
525	-8.996684	-0.8305568
526	-9.076653	-1.0355121
527	-8.861745	-0.7068936
528	-7.3905582	0.18536852
529	-6.68272	0.79366577
530	-6.7766037	1.2979372
531	-8.227301	-0.31833678
532	-6.5246916	1.2100667
533	-6.703047	0.83226717
534	-6.572584	0.8461091
535	-6.8046465	0.7357447
536	-7.1496563	0.41663504
537	-8.960731	-1.2296195
538	-8.594897	0.00974112
539	-8.212704	-0.59364825
540	-7.0774946	0.2807691
541	-6.8115644	0.3325017
542	-7.7811956	-0.038699806
543	-8.723109	-1.0206631
544	-8.566628	-1.7795433
545	-8.835645	-0.3163851
546	-6.112316	1.0993577
547	-8.541415	0.5677566
548	-5.7568197	0.6258116
549	-5.778453	0.65471166
550	-6.6725245	1.7183999
551	-7.4346743	0.008181766
552	-7.4103765	-0.36850202
553	-6.4637785	0.28366518
554	-6.1588335	0.6886225
555	-6.489664	0.44234043
556	-6.23258	-0.58770174
557	-6.01863	0.6219056
558	-6.3102465	0.718406
559	-6.5912085	0.5662151
560	-6.0984077	0.41929328
561	-6.346093	0.9049248
562	-6.4650726	1.1038815
563	-6.158985	0.820391
564	-5.5708885	0.93905395
565	-6.273203	1.6871033
566	-5.490779	0.8520662
567	-6.155587	1.4823328
568	-6.3167133	1.8162161
569	-5.7214108	1.6477019
570	-7.02903	3.0007074
571	-7.2537994	3.4848692
572	-7.8359737	1.7206701
573	-7.457058	2.6823606
574	-7.615303	3.4106596
575	-7.340616	2.746421
576	-7.271393	2.889054
577	-7.4602747	3.1267943
578	-7.097555	3.1435382
579	-7.7803173	1.808331
580	-8.07052	1.2176032
581	-7.0847683	1.5797023
582	-8.633222	0.5464611
583	-7.0469875	1.3004341
584	-6.842602	2.0884337
585	-7.3424816	3.511192
586	-7.053252	3.3028173
587	-7.3016806	3.4618123
588	-7.5026712	4.1418805
589	-7.393779	3.866986
590	-7.2213745	3.7645876
591	-7.173793	2.8864224
592	-7.3006935	3.6941395
