	z_coordinate_0	z_coordinate_1
101	0.16857037	1.7562037
102	0.3815877	3.3368225
103	-2.1725876	5.1697364
104	1.1305943	-1.4253204
105	-2.2564342	3.892671
106	1.3958068	1.8096206
107	-0.07144619	5.622489
108	-0.26125938	2.6449785
109	0.9603614	1.6640621
110	-0.4179391	3.315495
111	1.6872392	0.7301038
112	1.2184683	2.5408492
113	0.3168203	3.438859
114	-0.5751437	2.1518767
115	-1.1752344	6.3380656
116	-1.3208084	5.410119
117	2.464496	-0.9330637
118	-0.29437962	4.1902924
119	0.80088735	1.0074542
120	-2.5166166	5.016853
121	0.75894004	0.9439447
122	-0.3798247	3.6311157
123	-1.9667993	3.815845
124	0.4325368	0.9112631
125	0.058192655	1.1568776
126	0.94783515	2.5744267
127	-2.4556885	3.0630507
128	-2.0800683	4.0271735
129	-1.7257699	6.0288205
130	1.0823493	2.8402886
131	-0.39481196	0.43109524
132	0.9807344	-0.1535636
133	-1.7651882	5.3378386
134	0.40413997	3.9727793
135	-0.4901898	2.1141882
136	0.101435766	0.96759987
137	-0.6557161	3.4844213
138	0.21907592	4.0261908
139	-0.22348803	3.7258046
140	1.0310028	0.879277
141	-0.17422707	4.188638
142	0.2118267	4.507965
143	0.1851564	3.461429
144	1.8115801	1.0212097
145	-0.053478327	2.4739587
146	0.35041338	3.5358243
147	0.20927066	1.065928
148	5.0930033	-2.217628
149	2.8759942	-0.47036076
150	5.131745	-1.8314424
151	3.984539	-1.1910602
152	5.3397818	-2.6032982
153	3.2855775	3.074542
154	4.6500225	-0.8423613
155	3.9962876	0.2577663
156	4.235301	1.8445675
157	4.350818	-2.7564557
158	6.0916195	-0.16364215
159	-0.11532522	4.850943
160	3.6265726	0.9535283
161	4.2051334	0.35745263
162	3.3945441	1.959607
163	4.9572163	-0.9288379
164	4.906867	0.5199594
165	2.8357122	2.3026333
166	3.8517773	0.49273473
167	5.701391	-2.2021718
168	3.3706589	2.7201018
169	3.372963	-0.35177737
170	4.383449	-0.5752405
171	2.647917	2.2754328
172	3.2009528	-0.21831568
173	3.996349	-0.64306605
174	4.6264644	1.049156
175	4.9404426	1.1883082
176	4.307465	-1.3581498
177	2.5000606	2.845233
178	4.051527	0.26859218
179	2.64034	-0.22648294
180	4.3971763	1.6025854
181	3.6336963	2.6966426
182	4.0922756	2.064351
183	4.4461884	-0.74007124
184	4.205057	2.4743152
185	2.125096	3.5722008
186	3.2555492	2.2982736
187	5.3117256	-0.64886093
188	4.2287207	0.7409049
189	3.159525	2.0524821
190	3.2090197	-0.3208598
